Matricula,Carrera,EstatusAlumno,CuatrimestreActual,Materia,Periodo,EstatusMateria,Final,Extr,EstatusCardex,PeriodoCursado,PlanEstudiosClave,Credito
IBM20240201,Ingeniería Biomédica,Activo,8,Estadía Profesional II,2022-1,Reprobada,64.7,,Ordinario no acreditado,2022-1,IBM-2020,8
IBM20240201,Ingeniería Biomédica,Activo,8,Cálculo Diferencial,2024-2,Aprobada,85.0,,Ordinario,2024-2,IBM-2020,6
IBM20240201,Ingeniería Biomédica,Activo,8,Gestión de Tecnología Médica,2022-1,Aprobada,80.9,,Ordinario,2022-1,IBM-2020,5
IDS20210202,Ingeniería en Desarrollo de Software,Activo,5,Gestión de Proyectos,2022-1,Aprobada,90.6,,Ordinario,2022-1,IDS-2020,5
IDS20210202,Ingeniería en Desarrollo de Software,Activo,5,Programación Estructurada,2024-1,Aprobada,79.1,,Ordinario,2024-1,IDS-2020,7
IDS20210202,Ingeniería en Desarrollo de Software,Activo,5,Ingeniería de Software,2022-2,Aprobada,76.0,,Ordinario,2022-2,IDS-2020,6
IDS20210202,Ingeniería en Desarrollo de Software,Activo,5,Inglés I,2024-1,Aprobada,80.4,,Ordinario,2024-1,IDS-2020,4
IDS20210202,Ingeniería en Desarrollo de Software,Activo,5,Álgebra Lineal,2023-2,Aprobada,59.5,77.1,Extraordinario,2023-2,IDS-2020,6
IDS20210202,Ingeniería en Desarrollo de Software,Activo,5,Redes de Computadoras,2022-2,Cursando,,,En curso,2022-2,IDS-2020,6
IDS20210202,Ingeniería en Desarrollo de Software,Activo,5,Inglés IV,2022-1,Aprobada,89.6,,Ordinario,2022-1,IDS-2020,4
IBM20200203,Ingeniería Biomédica,Activo,7,Normatividad Sanitaria,2023-1,Reprobada,57.9,,Ordinario no acreditado,2023-1,IBM-2020,5
IBM20200203,Ingeniería Biomédica,Activo,7,Control Biomédico,2022-1,Aprobada,64.3,77.4,Extraordinario,2022-1,IBM-2020,6
IBM20200203,Ingeniería Biomédica,Activo,7,Gestión de Tecnología Médica,2022-1,Cursando,,,En curso,2022-1,IBM-2020,5
IBM20200203,Ingeniería Biomédica,Activo,7,Metrología Biomédica,2022-1,Reprobada,53.8,,Sin derecho,2022-1,IBM-2020,5
IBM20200203,Ingeniería Biomédica,Activo,7,Bioinstrumentación I,2024-1,Aprobada,63.7,80.4,Extraordinario,2024-1,IBM-2020,7
IBM20200203,Ingeniería Biomédica,Activo,7,Ingeniería Clínica,2023-1,Reprobada,50.3,68.4,Extraordinario no acreditado,2023-1,IBM-2020,6
IBM20200203,Ingeniería Biomédica,Activo,7,Física Médica,2024-1,Reprobada,64.6,,Recursamiento,2024-1,IBM-2020,6
IBM20200203,Ingeniería Biomédica,Activo,7,Biomateriales,2023-1,Reprobada,66.7,,Ordinario no acreditado,2023-1,IBM-2020,6
IBM20200203,Ingeniería Biomédica,Activo,7,Telemedicina,2022-2,Reprobada,67.3,,Ordinario no acreditado,2022-2,IBM-2020,6
IBM20210204,Ingeniería Biomédica,Activo,4,Electrónica Digital,2022-1,Cursando,,,En curso,2022-1,IBM-2020,6
IBM20210204,Ingeniería Biomédica,Activo,4,Álgebra Lineal,2024-1,Aprobada,80.3,,Ordinario,2024-1,IBM-2020,6
IBM20210204,Ingeniería Biomédica,Activo,4,Química General,2023-2,Aprobada,83.8,,Ordinario,2023-2,IBM-2020,6
IBM20210204,Ingeniería Biomédica,Activo,4,Inglés I,2023-2,Reprobada,67.4,,Recursamiento,2023-2,IBM-2020,4
IBM20210204,Ingeniería Biomédica,Activo,4,Probabilidad y Estadística,2022-2,Aprobada,80.6,,Ordinario,2022-2,IBM-2020,5
IBM20210204,Ingeniería Biomédica,Activo,4,Inglés III,2022-2,Reprobada,67.6,,Recursamiento,2022-2,IBM-2020,4
IBM20210205,Ingeniería Biomédica,Activo,3,Introducción a la Ingeniería Biomédica,2023-1,Aprobada,77.8,,Ordinario,2023-1,IBM-2020,4
IBM20210205,Ingeniería Biomédica,Activo,3,Anatomía y Fisiología II,2022-1,Aprobada,90.4,,Ordinario,2022-1,IBM-2020,7
IBM20210205,Ingeniería Biomédica,Activo,3,Inglés I,2022-2,Aprobada,84.7,,Ordinario,2022-2,IBM-2020,4
IBM20210205,Ingeniería Biomédica,Activo,3,Anatomía y Fisiología I,2023-1,Aprobada,85.2,,Ordinario,2023-1,IBM-2020,7
IBM20210205,Ingeniería Biomédica,Activo,3,Biomecánica,2022-1,Aprobada,92.4,,Ordinario,2022-1,IBM-2020,6
IBM20210205,Ingeniería Biomédica,Activo,3,Cálculo Diferencial,2022-2,Aprobada,88.4,,Ordinario,2022-2,IBM-2020,6
IDS20220206,Ingeniería en Desarrollo de Software,Irregular,1,Fundamentos de Programación,2022-1,Aprobada,73.5,,Ordinario,2022-1,IDS-2020,7
IDS20220206,Ingeniería en Desarrollo de Software,Irregular,1,Comunicación Oral y Escrita,2022-1,Aprobada,80.2,,Ordinario,2022-1,IDS-2020,4
IDS20220206,Ingeniería en Desarrollo de Software,Irregular,1,Introducción a la Ingeniería,2022-1,Aprobada,71.1,,Ordinario,2022-1,IDS-2020,4
IAG20240207,Ingeniería Agroindustrial,Activo,8,Inocuidad Alimentaria,2024-2,Aprobada,82.6,,Ordinario,2024-2,IAG-2020,6
IAG20240207,Ingeniería Agroindustrial,Activo,8,Inglés III,2025-1,Aprobada,74.6,,Ordinario,2025-1,IAG-2020,4
IAG20240207,Ingeniería Agroindustrial,Activo,8,Proyecto Agroindustrial I,2022-2,Aprobada,82.5,,Ordinario,2022-2,IAG-2020,8
IAG20240207,Ingeniería Agroindustrial,Activo,8,Estadía Profesional I,2022-1,Aprobada,72.9,,Ordinario,2022-1,IAG-2020,8
IDS20220208,Ingeniería en Desarrollo de Software,Activo,4,Comunicación Oral y Escrita,2023-2,Reprobada,67.9,,Recursamiento,2023-2,IDS-2020,4
IDS20220208,Ingeniería en Desarrollo de Software,Activo,4,Inglés IV,2022-1,Cursando,,,En curso,2022-1,IDS-2020,4
IDS20220208,Ingeniería en Desarrollo de Software,Activo,4,Inglés III,2022-2,Aprobada,84.0,,Ordinario,2022-2,IDS-2020,4
IDS20220208,Ingeniería en Desarrollo de Software,Activo,4,Bases de Datos I,2022-2,Reprobada,53.9,,Ordinario no acreditado,2022-2,IDS-2020,6
IDS20220208,Ingeniería en Desarrollo de Software,Activo,4,Estructuras de Datos,2022-2,Reprobada,55.3,,Recursamiento,2022-2,IDS-2020,7
IDS20220208,Ingeniería en Desarrollo de Software,Activo,4,Introducción a la Ingeniería,2024-1,Reprobada,62.6,,Recursamiento,2024-1,IDS-2020,4
IBM20220209,Ingeniería Biomédica,Activo,2,Química General,2022-2,Aprobada,84.3,,Ordinario,2022-2,IBM-2020,6
IBM20220209,Ingeniería Biomédica,Activo,2,Biología Celular,2022-2,Aprobada,85.7,,Ordinario,2022-2,IBM-2020,6
IBM20220209,Ingeniería Biomédica,Activo,2,Introducción a la Ingeniería Biomédica,2022-2,Aprobada,94.8,,Ordinario,2022-2,IBM-2020,4
IDS20200210,Ingeniería en Desarrollo de Software,Activo,3,Bases de Datos II,2022-1,Reprobada,69.4,,Recursamiento,2022-1,IDS-2020,6
IDS20200210,Ingeniería en Desarrollo de Software,Activo,3,Bases de Datos I,2022-2,Aprobada,86.1,,Ordinario,2022-2,IDS-2020,6
IDS20200210,Ingeniería en Desarrollo de Software,Activo,3,Cálculo Integral,2022-1,Aprobada,85.0,,Ordinario,2022-1,IDS-2020,6
IAG20240211,Ingeniería Agroindustrial,Egresado,9,Biología,2025-1,Reprobada,64.7,,Sin derecho,2025-1,IAG-2020,6
IAG20240211,Ingeniería Agroindustrial,Egresado,9,Residencia Profesional,2022-2,Reprobada,53.8,,Ordinario no acreditado,2022-2,IAG-2020,12
IAG20240211,Ingeniería Agroindustrial,Egresado,9,Estadística,2025-1,Reprobada,59.7,60.5,Extraordinario no acreditado,2025-1,IAG-2020,5
IAG20240211,Ingeniería Agroindustrial,Egresado,9,Gestión de Calidad,2022-1,Aprobada,76.3,,Ordinario,2022-1,IAG-2020,5
IAG20240211,Ingeniería Agroindustrial,Egresado,9,Proyecto Agroindustrial I,2023-1,Reprobada,60.6,,Ordinario no acreditado,2023-1,IAG-2020,8
IAG20240211,Ingeniería Agroindustrial,Egresado,9,Inglés III,2025-1,Aprobada,52.7,79.2,Extraordinario,2025-1,IAG-2020,4
IEN20230212,Ingeniería en Energía,Activo,3,Introducción a la Energía,2023-2,Aprobada,72.5,,Ordinario,2023-2,IEN-2020,4
IEN20230212,Ingeniería en Energía,Activo,3,Física I,2023-1,Aprobada,58.5,80.0,Extraordinario,2023-1,IEN-2020,6
IEN20230212,Ingeniería en Energía,Activo,3,Cálculo Integral,2022-2,Cursando,,,En curso,2022-2,IEN-2020,6
IEN20230212,Ingeniería en Energía,Activo,3,Mecánica de Fluidos,2022-1,Cursando,,,En curso,2022-1,IEN-2020,6
IEN20230212,Ingeniería en Energía,Activo,3,Cálculo Diferencial,2022-2,Reprobada,66.4,65.5,Extraordinario no acreditado,2022-2,IEN-2020,6
IEN20230212,Ingeniería en Energía,Activo,3,Circuitos Eléctricos,2022-1,Aprobada,87.3,,Ordinario,2022-1,IEN-2020,6
IAG20230213,Ingeniería Agroindustrial,Irregular,5,Química General,2023-2,Aprobada,82.9,,Ordinario,2023-2,IAG-2020,6
IAG20230213,Ingeniería Agroindustrial,Irregular,5,Microbiología,2023-2,Aprobada,88.4,,Ordinario,2023-2,IAG-2020,6
IAG20230213,Ingeniería Agroindustrial,Irregular,5,Inglés I,2024-2,Aprobada,89.0,,Ordinario,2024-2,IAG-2020,4
IEN20220214,Ingeniería en Energía,Irregular,2,Introducción a la Energía,2022-2,Aprobada,84.7,,Ordinario,2022-2,IEN-2020,4
IEN20220214,Ingeniería en Energía,Irregular,2,Inglés I,2022-2,Aprobada,92.8,,Ordinario,2022-2,IEN-2020,4
IEN20220214,Ingeniería en Energía,Irregular,2,Inglés II,2022-1,Aprobada,86.2,,Ordinario,2022-1,IEN-2020,4
IEN20220214,Ingeniería en Energía,Irregular,2,Álgebra Lineal,2022-1,Aprobada,95.0,,Ordinario,2022-1,IEN-2020,6
IAG20210215,Ingeniería Agroindustrial,Activo,1,Introducción a la Agroindustria,2022-1,Cursando,,,En curso,2022-1,IAG-2020,4
IAG20210215,Ingeniería Agroindustrial,Activo,1,Química General,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20210215,Ingeniería Agroindustrial,Activo,1,Biología,2022-1,Reprobada,56.7,65.9,Extraordinario no acreditado,2022-1,IAG-2020,6
IAG20240216,Ingeniería Agroindustrial,Activo,4,Química General,2024-1,Aprobada,97.2,,Ordinario,2024-1,IAG-2020,6
IAG20240216,Ingeniería Agroindustrial,Activo,4,Termodinámica,2022-2,Cursando,,,En curso,2022-2,IAG-2020,6
IAG20240216,Ingeniería Agroindustrial,Activo,4,Operaciones Unitarias I,2022-2,Aprobada,89.3,,Ordinario,2022-2,IAG-2020,7
IAG20240216,Ingeniería Agroindustrial,Activo,4,Inocuidad Alimentaria,2022-2,Cursando,,,En curso,2022-2,IAG-2020,6
IAG20240216,Ingeniería Agroindustrial,Activo,4,Álgebra Lineal,2024-1,Aprobada,82.3,,Ordinario,2024-1,IAG-2020,6
IDS20220217,Ingeniería en Desarrollo de Software,Activo,3,Programación Orientada a Objetos,2022-1,Aprobada,81.0,,Ordinario,2022-1,IDS-2020,7
IDS20220217,Ingeniería en Desarrollo de Software,Activo,3,Inglés II,2022-2,Aprobada,74.8,,Ordinario,2022-2,IDS-2020,4
IDS20220217,Ingeniería en Desarrollo de Software,Activo,3,Cálculo Integral,2022-2,Cursando,,,En curso,2022-2,IDS-2020,6
IDS20220217,Ingeniería en Desarrollo de Software,Activo,3,Introducción a la Ingeniería,2023-1,Aprobada,76.6,,Ordinario,2023-1,IDS-2020,4
IDS20220217,Ingeniería en Desarrollo de Software,Activo,3,Cálculo Diferencial,2022-2,Aprobada,79.2,,Ordinario,2022-2,IDS-2020,6
IBM20220218,Ingeniería Biomédica,Baja Temporal,7,Cálculo Diferencial,2024-2,Aprobada,81.6,,Ordinario,2024-2,IBM-2020,6
IBM20220218,Ingeniería Biomédica,Baja Temporal,7,Bioinstrumentación I,2023-2,Baja,,,Baja administrativa,2023-2,IBM-2020,7
IBM20220218,Ingeniería Biomédica,Baja Temporal,7,Inglés II,2025-1,Aprobada,76.0,,Ordinario,2025-1,IBM-2020,4
IBM20220218,Ingeniería Biomédica,Baja Temporal,7,Metrología Biomédica,2023-1,Reprobada,67.4,66.2,Extraordinario no acreditado,2023-1,IBM-2020,5
IBM20220218,Ingeniería Biomédica,Baja Temporal,7,Electrónica Analógica,2023-2,Aprobada,77.1,,Ordinario,2023-2,IBM-2020,6
IBM20220218,Ingeniería Biomédica,Baja Temporal,7,Introducción a la Ingeniería Biomédica,2025-1,Aprobada,93.0,,Ordinario,2025-1,IBM-2020,4
IBM20220218,Ingeniería Biomédica,Baja Temporal,7,Inglés I,2025-1,Aprobada,85.5,,Ordinario,2025-1,IBM-2020,4
IBM20220218,Ingeniería Biomédica,Baja Temporal,7,Procesamiento de Señales,2023-1,Aprobada,95.9,,Ordinario,2023-1,IBM-2020,6
IAG20230219,Ingeniería Agroindustrial,Irregular,3,Inglés II,2022-2,Aprobada,86.6,,Ordinario,2022-2,IAG-2020,4
IAG20230219,Ingeniería Agroindustrial,Irregular,3,Inglés I,2023-2,Aprobada,94.1,,Ordinario,2023-2,IAG-2020,4
IAG20230219,Ingeniería Agroindustrial,Irregular,3,Biología,2023-2,Aprobada,82.4,,Ordinario,2023-2,IAG-2020,6
IAG20230219,Ingeniería Agroindustrial,Irregular,3,Química de Alimentos,2022-2,Aprobada,89.4,,Ordinario,2022-2,IAG-2020,6
IAG20230219,Ingeniería Agroindustrial,Irregular,3,Dibujo Industrial,2022-1,Aprobada,75.6,,Ordinario,2022-1,IAG-2020,4
IEN20220220,Ingeniería en Energía,Activo,7,Inglés II,2024-2,Aprobada,64.5,92.0,Extraordinario,2024-2,IEN-2020,4
IEN20220220,Ingeniería en Energía,Activo,7,Circuitos Eléctricos,2024-2,Aprobada,70.4,,Ordinario,2024-2,IEN-2020,6
IEN20220220,Ingeniería en Energía,Activo,7,Física II,2024-2,Aprobada,74.9,,Ordinario,2024-2,IEN-2020,6
IEN20220220,Ingeniería en Energía,Activo,7,Química General,2025-1,Aprobada,72.5,,Ordinario,2025-1,IEN-2020,6
IEN20220220,Ingeniería en Energía,Activo,7,Modelado Energético,2022-1,Aprobada,80.4,,Ordinario,2022-1,IEN-2020,6
IEN20220220,Ingeniería en Energía,Activo,7,Máquinas Eléctricas,2023-2,Aprobada,78.0,,Ordinario,2023-2,IEN-2020,6
IEN20210221,Ingeniería en Energía,Activo,5,Álgebra Lineal,2023-2,Reprobada,57.6,,Ordinario no acreditado,2023-2,IEN-2020,6
IEN20210221,Ingeniería en Energía,Activo,5,Mecánica de Fluidos,2023-1,Reprobada,53.0,,Ordinario no acreditado,2023-1,IEN-2020,6
IEN20210221,Ingeniería en Energía,Activo,5,Sistemas Fotovoltaicos,2022-1,Aprobada,70.6,,Ordinario,2022-1,IEN-2020,7
IEN20210221,Ingeniería en Energía,Activo,5,Energía Solar,2022-2,Aprobada,83.5,,Ordinario,2022-2,IEN-2020,6
IEN20210221,Ingeniería en Energía,Activo,5,Cálculo Integral,2023-1,Reprobada,58.7,,Sin derecho,2023-1,IEN-2020,6
IEN20210221,Ingeniería en Energía,Activo,5,Inglés II,2024-1,Reprobada,60.2,,Ordinario no acreditado,2024-1,IEN-2020,4
IDS20220222,Ingeniería en Desarrollo de Software,Activo,8,Bases de Datos II,2025-1,Aprobada,87.6,,Ordinario,2025-1,IDS-2020,6
IDS20220222,Ingeniería en Desarrollo de Software,Activo,8,Pruebas de Software,2023-1,Aprobada,77.6,,Ordinario,2023-1,IDS-2020,5
IDS20220222,Ingeniería en Desarrollo de Software,Activo,8,Desarrollo en la Nube,2023-1,Aprobada,78.4,,Ordinario,2023-1,IDS-2020,6
IDS20220222,Ingeniería en Desarrollo de Software,Activo,8,Comunicación Oral y Escrita,2025-1,Aprobada,84.6,,Ordinario,2025-1,IDS-2020,4
IDS20220222,Ingeniería en Desarrollo de Software,Activo,8,Proyecto Integrador,2022-1,Cursando,,,En curso,2022-1,IDS-2020,8
IDS20220222,Ingeniería en Desarrollo de Software,Activo,8,Analítica de Datos,2022-2,Aprobada,82.1,,Ordinario,2022-2,IDS-2020,6
IAG20220223,Ingeniería Agroindustrial,Activo,1,Inglés I,2022-1,Cursando,,,En curso,2022-1,IAG-2020,4
IAG20220223,Ingeniería Agroindustrial,Activo,1,Biología,2022-1,Aprobada,73.7,,Ordinario,2022-1,IAG-2020,6
IAG20220223,Ingeniería Agroindustrial,Activo,1,Química General,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IEN20200224,Ingeniería en Energía,Baja Temporal,4,Inglés II,2022-2,Reprobada,61.9,,Sin derecho,2022-2,IEN-2020,4
IEN20200224,Ingeniería en Energía,Baja Temporal,4,Mecánica de Fluidos,2022-1,Reprobada,51.5,,Ordinario no acreditado,2022-1,IEN-2020,6
IEN20200224,Ingeniería en Energía,Baja Temporal,4,Energía Eólica,2022-2,Baja,,,Baja administrativa,2022-2,IEN-2020,6
IEN20200224,Ingeniería en Energía,Baja Temporal,4,Inglés I,2023-1,Aprobada,71.4,,Ordinario,2023-1,IEN-2020,4
IEN20200224,Ingeniería en Energía,Baja Temporal,4,Cálculo Integral,2022-2,Aprobada,70.0,,Ordinario,2022-2,IEN-2020,6
IEN20200224,Ingeniería en Energía,Baja Temporal,4,Cálculo Diferencial,2023-1,Aprobada,60.0,74.0,Extraordinario,2023-1,IEN-2020,6
IEN20240225,Ingeniería en Energía,Activo,4,Cálculo Diferencial,2023-1,Aprobada,86.1,,Ordinario,2023-1,IEN-2020,6
IEN20240225,Ingeniería en Energía,Activo,4,Cálculo Integral,2022-2,Aprobada,75.2,,Ordinario,2022-2,IEN-2020,6
IEN20240225,Ingeniería en Energía,Activo,4,Energía Solar,2022-2,Aprobada,84.4,,Ordinario,2022-2,IEN-2020,6
IEN20240225,Ingeniería en Energía,Activo,4,Inglés III,2022-2,Aprobada,76.2,,Ordinario,2022-2,IEN-2020,4
IEN20240225,Ingeniería en Energía,Activo,4,Energía Eólica,2022-1,Aprobada,79.9,,Ordinario,2022-1,IEN-2020,6
IEN20240225,Ingeniería en Energía,Activo,4,Circuitos Eléctricos,2022-2,Aprobada,96.0,,Ordinario,2022-2,IEN-2020,6
IEN20240225,Ingeniería en Energía,Activo,4,Máquinas Eléctricas,2022-2,Aprobada,76.6,,Ordinario,2022-2,IEN-2020,6
IEN20240225,Ingeniería en Energía,Activo,4,Introducción a la Energía,2023-1,Aprobada,79.7,,Ordinario,2023-1,IEN-2020,4
IBM20200226,Ingeniería Biomédica,Activo,3,Electrónica Analógica,2022-1,Cursando,,,En curso,2022-1,IBM-2020,6
IBM20200226,Ingeniería Biomédica,Activo,3,Biomecánica,2022-2,Cursando,,,En curso,2022-2,IBM-2020,6
IBM20200226,Ingeniería Biomédica,Activo,3,Álgebra Lineal,2023-2,Aprobada,86.1,,Ordinario,2023-2,IBM-2020,6
IBM20200226,Ingeniería Biomédica,Activo,3,Anatomía y Fisiología I,2022-1,Aprobada,73.1,,Ordinario,2022-1,IBM-2020,7
IBM20200226,Ingeniería Biomédica,Activo,3,Probabilidad y Estadística,2022-1,Aprobada,80.1,,Ordinario,2022-1,IBM-2020,5
IEN20220227,Ingeniería en Energía,Activo,1,Inglés I,2022-1,Cursando,,,En curso,2022-1,IEN-2020,4
IEN20220227,Ingeniería en Energía,Activo,1,Introducción a la Energía,2022-1,Cursando,,,En curso,2022-1,IEN-2020,4
IEN20220227,Ingeniería en Energía,Activo,1,Física I,2022-1,Aprobada,95.2,,Ordinario,2022-1,IEN-2020,6
IBM20230228,Ingeniería Biomédica,Activo,2,Introducción a la Ingeniería Biomédica,2022-2,Aprobada,92.9,,Ordinario,2022-2,IBM-2020,4
IBM20230228,Ingeniería Biomédica,Activo,2,Álgebra Lineal,2022-2,Aprobada,97.5,,Ordinario,2022-2,IBM-2020,6
IBM20230228,Ingeniería Biomédica,Activo,2,Inglés I,2023-1,Aprobada,91.4,,Ordinario,2023-1,IBM-2020,4
IAG20220229,Ingeniería Agroindustrial,Egresado,9,Álgebra Lineal,2025-1,Aprobada,85.4,,Ordinario,2025-1,IAG-2020,6
IAG20220229,Ingeniería Agroindustrial,Egresado,9,Microbiología,2025-1,Aprobada,90.6,,Ordinario,2025-1,IAG-2020,6
IAG20220229,Ingeniería Agroindustrial,Egresado,9,Gestión Ambiental,2024-1,Aprobada,70.3,,Ordinario,2024-1,IAG-2020,5
IAG20220229,Ingeniería Agroindustrial,Egresado,9,Diseño de Plantas,2023-1,Reprobada,60.3,,Recursamiento,2023-1,IAG-2020,7
IAG20240230,Ingeniería Agroindustrial,Activo,2,Química General,2022-2,Aprobada,78.3,,Ordinario,2022-2,IAG-2020,6
IAG20240230,Ingeniería Agroindustrial,Activo,2,Estadística,2022-2,Cursando,,,En curso,2022-2,IAG-2020,5
IAG20240230,Ingeniería Agroindustrial,Activo,2,Biología,2022-2,Aprobada,84.7,,Ordinario,2022-2,IAG-2020,6
IEN20200231,Ingeniería en Energía,Activo,3,Estadística,2022-2,Aprobada,92.8,,Ordinario,2022-2,IEN-2020,5
IEN20200231,Ingeniería en Energía,Activo,3,Física II,2023-1,Aprobada,92.9,,Ordinario,2023-1,IEN-2020,6
IEN20200231,Ingeniería en Energía,Activo,3,Circuitos Eléctricos,2022-2,Aprobada,88.7,,Ordinario,2022-2,IEN-2020,6
IEN20200231,Ingeniería en Energía,Activo,3,Química General,2023-1,Aprobada,97.8,,Ordinario,2023-1,IEN-2020,6
IEN20200231,Ingeniería en Energía,Activo,3,Álgebra Lineal,2023-1,Aprobada,87.7,,Ordinario,2023-1,IEN-2020,6
IEN20200231,Ingeniería en Energía,Activo,3,Física I,2023-1,Aprobada,82.0,,Ordinario,2023-1,IEN-2020,6
IAG20220232,Ingeniería Agroindustrial,Irregular,9,Introducción a la Agroindustria,2025-1,Aprobada,94.4,,Ordinario,2025-1,IAG-2020,4
IAG20220232,Ingeniería Agroindustrial,Irregular,9,Emprendimiento,2022-1,Aprobada,76.9,,Ordinario,2022-1,IAG-2020,4
IAG20220232,Ingeniería Agroindustrial,Irregular,9,Química General,2025-1,Aprobada,82.4,,Ordinario,2025-1,IAG-2020,6
IAG20220232,Ingeniería Agroindustrial,Irregular,9,Tecnología de Cárnicos,2023-1,Aprobada,87.9,,Ordinario,2023-1,IAG-2020,6
IAG20220232,Ingeniería Agroindustrial,Irregular,9,Química de Alimentos,2025-1,Aprobada,84.3,,Ordinario,2025-1,IAG-2020,6
IAG20220232,Ingeniería Agroindustrial,Irregular,9,Inglés IV,2024-1,Aprobada,70.8,,Ordinario,2024-1,IAG-2020,4
IAG20220232,Ingeniería Agroindustrial,Irregular,9,Inglés I,2025-1,Aprobada,74.7,,Ordinario,2025-1,IAG-2020,4
IAG20220232,Ingeniería Agroindustrial,Irregular,9,Operaciones Unitarias II,2024-1,Aprobada,74.2,,Ordinario,2024-1,IAG-2020,7
IAG20220232,Ingeniería Agroindustrial,Irregular,9,Seminario de Titulación,2022-1,Aprobada,77.9,,Ordinario,2022-1,IAG-2020,6
IBM20230233,Ingeniería Biomédica,Activo,8,Procesamiento de Señales,2023-2,Reprobada,66.5,60.7,Extraordinario no acreditado,2023-2,IBM-2020,6
IBM20230233,Ingeniería Biomédica,Activo,8,Telemedicina,2022-2,Aprobada,76.2,,Ordinario,2022-2,IBM-2020,6
IBM20230233,Ingeniería Biomédica,Activo,8,Cálculo Diferencial,2025-1,Aprobada,85.0,,Ordinario,2025-1,IBM-2020,6
IEN20210234,Ingeniería en Energía,Irregular,2,Cálculo Diferencial,2022-1,Aprobada,86.3,,Ordinario,2022-1,IEN-2020,6
IEN20210234,Ingeniería en Energía,Irregular,2,Inglés II,2022-1,Aprobada,82.0,,Ordinario,2022-1,IEN-2020,4
IEN20210234,Ingeniería en Energía,Irregular,2,Estadística,2022-1,Aprobada,77.7,,Ordinario,2022-1,IEN-2020,5
IEN20240235,Ingeniería en Energía,Activo,8,Cálculo Diferencial,2024-2,Aprobada,78.3,,Ordinario,2024-2,IEN-2020,6
IEN20240235,Ingeniería en Energía,Activo,8,Álgebra Lineal,2025-1,Reprobada,59.5,,Recursamiento,2025-1,IEN-2020,6
IEN20240235,Ingeniería en Energía,Activo,8,Estadística,2025-1,Aprobada,58.9,74.8,Extraordinario,2025-1,IEN-2020,5
IEN20240235,Ingeniería en Energía,Activo,8,Estadía Profesional II,2022-2,Aprobada,78.8,,Ordinario,2022-2,IEN-2020,8
IEN20240235,Ingeniería en Energía,Activo,8,Auditoría Energética,2023-1,Reprobada,69.1,57.7,Extraordinario no acreditado,2023-1,IEN-2020,6
IEN20240235,Ingeniería en Energía,Activo,8,Sistemas Fotovoltaicos,2023-2,Reprobada,68.1,,Recursamiento,2023-2,IEN-2020,7
IEN20240235,Ingeniería en Energía,Activo,8,Mercados de Energía,2023-1,Aprobada,69.7,72.7,Extraordinario,2023-1,IEN-2020,5
IEN20240235,Ingeniería en Energía,Activo,8,Gestión Ambiental,2023-1,Reprobada,69.3,61.6,Extraordinario no acreditado,2023-1,IEN-2020,5
IEN20240235,Ingeniería en Energía,Activo,8,Almacenamiento de Energía,2022-2,Aprobada,81.9,,Ordinario,2022-2,IEN-2020,6
IAG20230236,Ingeniería Agroindustrial,Baja Temporal,2,Química de Alimentos,2022-1,Aprobada,75.7,,Ordinario,2022-1,IAG-2020,6
IAG20230236,Ingeniería Agroindustrial,Baja Temporal,2,Álgebra Lineal,2022-1,Reprobada,60.2,61.9,Extraordinario no acreditado,2022-1,IAG-2020,6
IAG20230236,Ingeniería Agroindustrial,Baja Temporal,2,Biología,2022-2,Aprobada,76.2,,Ordinario,2022-2,IAG-2020,6
IAG20230236,Ingeniería Agroindustrial,Baja Temporal,2,Microbiología,2022-1,Reprobada,47.5,,Sin derecho,2022-1,IAG-2020,6
IAG20240237,Ingeniería Agroindustrial,Activo,3,Estadística,2022-2,Reprobada,67.7,,Ordinario no acreditado,2022-2,IAG-2020,5
IAG20240237,Ingeniería Agroindustrial,Activo,3,Inglés II,2022-2,Reprobada,53.0,69.3,Extraordinario no acreditado,2022-2,IAG-2020,4
IAG20240237,Ingeniería Agroindustrial,Activo,3,Introducción a la Agroindustria,2023-1,Reprobada,69.3,,Sin derecho,2023-1,IAG-2020,4
IAG20240237,Ingeniería Agroindustrial,Activo,3,Álgebra Lineal,2023-2,Aprobada,72.8,,Ordinario,2023-2,IAG-2020,6
IAG20240237,Ingeniería Agroindustrial,Activo,3,Biología,2022-2,Aprobada,80.3,,Ordinario,2022-2,IAG-2020,6
IAG20240237,Ingeniería Agroindustrial,Activo,3,Conservación de Alimentos,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20210238,Ingeniería Agroindustrial,Activo,8,Envases y Embalajes,2024-1,Aprobada,77.1,,Ordinario,2024-1,IAG-2020,5
IAG20210238,Ingeniería Agroindustrial,Activo,8,Emprendimiento,2022-2,Cursando,,,En curso,2022-2,IAG-2020,4
IAG20210238,Ingeniería Agroindustrial,Activo,8,Procesos Agroindustriales,2023-2,Aprobada,73.8,,Ordinario,2023-2,IAG-2020,7
IAG20210238,Ingeniería Agroindustrial,Activo,8,Administración de la Producción,2022-2,Aprobada,88.6,,Ordinario,2022-2,IAG-2020,5
IAG20210238,Ingeniería Agroindustrial,Activo,8,Evaluación Sensorial,2023-1,Aprobada,77.0,,Ordinario,2023-1,IAG-2020,5
