id_estudiante,id_periodo,programa,cohorte,estatus_academico,promedio_general,promedio_periodo,porcentaje_avance,porcentaje_asistencia,retardos,num_asesorias,num_incidencias,recursamientos,rezago_materias,creditos_inscritos_periodo,creditos_aprobados_periodo,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto
IAG20230387,2022-1,Ingeniería Agroindustrial,2023,Regular,77.25,77.25,4.35,86.3,1,2,0,0,0,17.0,12.0,1,0,0,0,1,0.0,18.92,0,0,0,1,2,1,1
IAG20230387,2023-1,Ingeniería Agroindustrial,2023,Regular,75.95,74.65,8.7,79.92,2,1,0,0,0,12.0,12.0,2,0,0,0,0,-2.6,0.2,0,1,0,2,1,0,0
IAG20230387,2023-2,Ingeniería Agroindustrial,2023,Regular,75.62,74.3,10.87,80.55,2,0,0,0,0,6.0,6.0,3,0,0,0,0,-1.65,4.21,0,2,0,2,1,1,0
IAG20230387,2024-1,Ingeniería Agroindustrial,2023,Regular,76.18,79.0,13.04,87.31,2,1,0,0,0,6.0,6.0,4,0,0,0,0,3.38,3.77,0,2,0,2,0,0,0
IAG20230387,2024-2,Ingeniería Agroindustrial,2023,Regular,76.37,77.5,14.49,77.95,1,1,0,0,0,4.0,4.0,5,0,0,0,0,1.32,4.01,0,1,0,1,1,0,0
IAG20240031,2023-1,Ingeniería Agroindustrial,2024,Irregular,67.7,67.7,0.0,67.35,2,1,0,0,1,6.0,0.0,1,0,1,1,0,0.0,8.71,1,2,1,2,1,1,0
IAG20240031,2024-1,Ingeniería Agroindustrial,2024,Regular,78.08,81.53,5.07,84.64,1,0,0,0,1,14.0,14.0,2,0,0,1,0,13.83,107.38,0,1,0,2,0,1,0
IAG20240106,2022-1,Ingeniería Agroindustrial,2024,Regular,70.0,,0.0,77.02,1,1,0,0,0,6.0,0.0,1,0,0,0,1,,9.5,0,0,0,0,0,1,1
IAG20240106,2023-1,Ingeniería Agroindustrial,2024,Regular,78.5,78.5,2.17,85.42,0,1,0,0,0,6.0,6.0,2,0,0,0,0,0.0,4.29,0,0,0,0,1,0,0
IAG20240106,2023-2,Ingeniería Agroindustrial,2024,Regular,72.05,65.6,2.17,70.42,2,4,0,0,1,6.0,0.0,3,0,1,1,0,-12.9,2.51,1,1,1,1,2,1,0
IAG20240170,2022-1,Ingeniería Agroindustrial,2024,Irregular,87.1,87.1,2.54,89.36,2,1,0,0,0,7.0,7.0,1,0,0,0,0,0.0,5.08,0,0,0,0,2,1,0
IAG20240170,2022-2,Ingeniería Agroindustrial,2024,Irregular,83.5,79.9,3.99,85.82,0,2,0,0,0,4.0,4.0,2,0,0,0,0,-7.2,6.24,0,0,0,0,2,1,0
IAG20240170,2023-1,Ingeniería Agroindustrial,2024,Irregular,84.57,86.7,6.16,83.75,0,1,0,0,0,6.0,6.0,3,0,0,0,0,3.2,8.96,0,1,0,1,0,0,0
IAG20240170,2023-2,Ingeniería Agroindustrial,2024,Irregular,82.39,80.75,13.04,85.01,0,2,0,0,0,19.0,19.0,4,0,0,0,0,-3.82,6.46,0,3,0,4,2,0,0
IAG20240177,2022-2,Ingeniería Agroindustrial,2024,Regular,72.0,72.0,2.9,82.3,2,2,0,0,0,8.0,8.0,1,0,0,0,0,0.0,5.62,0,0,0,0,1,0,0
IAG20240177,2023-2,Ingeniería Agroindustrial,2024,Regular,79.0,86.0,5.07,90.48,0,2,0,0,0,6.0,6.0,2,0,0,0,0,14.0,2.58,0,2,0,2,1,0,0
IAG20240177,2024-2,Ingeniería Agroindustrial,2024,Regular,77.87,75.6,7.25,78.74,1,1,0,0,0,6.0,6.0,3,0,0,0,0,-3.4,5.7,0,1,0,1,0,0,0
IAG20240177,2025-1,Ingeniería Agroindustrial,2024,Regular,79.22,83.3,9.42,80.25,1,0,0,0,0,6.0,6.0,4,0,0,0,0,5.43,9.5,0,0,0,0,2,1,0
IAG20240207,2022-1,Ingeniería Agroindustrial,2024,Regular,72.9,72.9,2.9,85.32,1,0,0,0,0,8.0,8.0,1,0,0,0,0,0.0,4.96,0,0,0,0,2,0,0
IAG20240207,2022-2,Ingeniería Agroindustrial,2024,Regular,77.7,82.5,5.8,87.87,0,1,0,0,0,8.0,8.0,2,0,0,0,0,9.6,9.79,0,0,0,0,1,0,0
IAG20240207,2024-2,Ingeniería Agroindustrial,2024,Regular,79.33,82.6,7.97,80.54,1,0,0,0,0,6.0,6.0,3,0,0,0,0,4.9,4.35,0,0,0,0,1,0,0
IAG20240207,2025-1,Ingeniería Agroindustrial,2024,Regular,78.15,74.6,9.42,81.54,1,1,0,0,0,4.0,4.0,4,0,0,0,0,-4.73,7.04,0,0,0,0,0,1,0
IAG20240211,2022-1,Ingeniería Agroindustrial,2024,Egresado,76.3,76.3,1.81,85.3,2,2,0,0,0,5.0,5.0,1,0,0,0,0,0.0,8.88,0,2,0,2,0,1,0
IAG20240211,2022-2,Ingeniería Agroindustrial,2024,Egresado,65.05,53.8,1.81,66.14,1,3,0,0,1,12.0,0.0,2,0,1,1,0,-22.5,5.8,2,2,2,2,3,1,0
IAG20240211,2023-1,Ingeniería Agroindustrial,2024,Egresado,63.57,60.6,1.81,70.02,1,3,0,0,2,8.0,0.0,3,0,1,2,0,-4.45,4.65,2,2,2,2,2,1,0
IAG20240211,2025-1,Ingeniería Agroindustrial,2024,Egresado,65.85,68.13,3.26,64.44,2,4,1,0,4,15.0,4.0,4,0,2,4,0,4.57,64.18,3,1,3,1,1,0,0
IAG20240216,2022-2,Ingeniería Agroindustrial,2024,Regular,89.3,89.3,2.54,89.96,1,1,0,0,0,19.0,7.0,1,0,0,0,2,0.0,8.54,0,1,0,1,2,0,1
IAG20240216,2024-1,Ingeniería Agroindustrial,2024,Regular,89.6,89.75,6.88,89.66,0,0,0,0,0,12.0,12.0,2,0,0,0,0,0.45,55.5,0,2,0,2,0,1,0
IAG20240230,2022-2,Ingeniería Agroindustrial,2024,Regular,81.5,81.5,4.35,86.83,1,0,0,0,0,17.0,12.0,1,0,0,0,1,0.0,10.24,0,1,0,2,1,0,1
IAG20240237,2022-1,Ingeniería Agroindustrial,2024,Regular,70.0,,0.0,78.81,2,1,0,0,0,6.0,0.0,1,0,0,0,1,,9.25,0,0,0,0,2,1,1
IAG20240237,2022-2,Ingeniería Agroindustrial,2024,Regular,72.43,72.43,2.17,66.76,3,3,1,0,2,15.0,6.0,2,0,2,2,0,0.0,31.37,2,2,2,2,1,0,0
IAG20240237,2023-1,Ingeniería Agroindustrial,2024,Irregular,71.65,69.3,2.17,68.7,3,1,0,0,3,4.0,0.0,3,0,1,3,0,-3.13,5.17,2,1,2,1,3,1,0
IAG20240237,2023-2,Ingeniería Agroindustrial,2024,Irregular,71.88,72.8,4.35,73.45,2,0,0,0,3,6.0,6.0,4,0,0,3,0,1.15,4.99,1,0,1,0,1,1,0
IAG20240250,2022-2,Ingeniería Agroindustrial,2024,Regular,73.85,73.85,2.17,70.97,3,3,0,0,1,12.0,6.0,1,0,1,1,0,0.0,80.1,1,1,1,1,2,0,0
IAG20240250,2023-1,Ingeniería Agroindustrial,2024,Regular,74.5,75.8,3.62,79.75,1,2,0,0,1,4.0,4.0,2,0,0,1,0,1.95,2.24,0,1,0,1,1,0,0
IAG20240250,2023-2,Ingeniería Agroindustrial,2024,Regular,70.4,58.1,3.62,62.72,2,2,0,1,1,7.0,0.0,3,0,1,2,0,-16.4,8.8,2,1,2,1,2,1,0
IAG20240250,2024-1,Ingeniería Agroindustrial,2024,Irregular,70.45,70.55,5.8,71.9,1,3,0,1,2,12.0,6.0,4,0,1,3,0,0.15,3.42,1,1,1,1,2,1,0
IAG20240250,2024-2,Ingeniería Agroindustrial,2024,Irregular,73.09,81.0,9.42,83.16,1,0,0,1,2,10.0,10.0,5,0,0,3,0,10.55,4.84,0,2,0,2,1,0,0
IAG20240250,2025-1,Ingeniería Agroindustrial,2024,Irregular,72.01,63.4,9.42,68.93,3,2,0,1,3,4.0,0.0,6,0,1,4,0,-9.69,6.77,2,0,2,0,2,1,0
IAG20240277,2023-1,Ingeniería Agroindustrial,2024,Regular,82.7,82.7,2.9,88.42,2,0,0,0,0,8.0,8.0,1,0,0,0,0,0.0,8.23,0,2,0,2,2,1,0
IAG20240277,2023-2,Ingeniería Agroindustrial,2024,Regular,77.27,74.55,7.61,84.96,1,2,0,0,0,13.0,13.0,2,0,0,0,0,-8.15,0.3,0,2,0,2,2,1,0
IAG20240277,2024-2,Ingeniería Agroindustrial,2024,Regular,79.22,82.15,11.59,87.96,2,2,0,0,0,11.0,11.0,3,0,0,0,0,4.88,45.56,0,2,0,2,1,1,0
IAG20240277,2025-1,Ingeniería Agroindustrial,2024,Regular,80.56,83.9,15.94,83.97,1,0,0,0,0,12.0,12.0,4,0,0,0,0,4.68,16.81,0,0,0,1,0,1,0
IAG20240286,2022-2,Ingeniería Agroindustrial,2024,Irregular,66.0,66.0,2.17,74.95,2,4,0,1,0,15.0,6.0,1,0,1,1,1,0.0,31.36,1,1,1,1,2,1,1
IAG20240302,2022-1,Ingeniería Agroindustrial,2024,Irregular,65.5,65.5,4.35,74.56,1,2,0,0,1,23.0,12.0,1,0,1,1,1,0.0,67.31,1,0,1,0,3,1,1
IAG20240302,2022-2,Ingeniería Agroindustrial,2024,Regular,70.62,86.0,5.8,81.27,0,0,0,0,1,9.0,4.0,2,0,0,1,1,20.5,8.63,0,0,0,0,1,1,1
IAG20240302,2023-1,Ingeniería Agroindustrial,2024,Regular,71.37,72.85,7.61,66.82,1,2,0,0,2,12.0,5.0,3,0,1,2,0,2.22,333.06,1,1,1,1,3,0,0
IAG20240302,2024-1,Ingeniería Agroindustrial,2024,Irregular,70.56,65.7,7.61,63.6,2,2,0,0,3,4.0,0.0,4,0,1,3,0,-5.67,4.08,2,0,2,0,3,2,0
IAG20240321,2022-2,Ingeniería Agroindustrial,2024,Regular,85.27,85.27,5.8,85.71,1,1,0,0,0,21.0,16.0,1,0,0,0,1,0.0,27.63,0,1,0,2,2,1,1
IAG20240347,2022-1,Ingeniería Agroindustrial,2024,Irregular,52.7,52.7,0.0,67.8,2,3,0,0,1,6.0,0.0,1,0,1,1,0,0.0,6.08,2,1,2,1,1,0,0
IAG20240347,2022-2,Ingeniería Agroindustrial,2024,Irregular,56.35,60.0,0.0,61.46,2,4,0,0,2,4.0,0.0,2,0,1,2,0,7.3,7.87,2,1,2,1,1,1,0
IAG20240347,2023-1,Ingeniería Agroindustrial,2024,Irregular,68.17,80.0,4.35,82.9,0,1,0,0,2,12.0,12.0,3,0,0,2,0,23.65,0.49,0,2,0,2,0,1,0
IAG20240347,2024-1,Ingeniería Agroindustrial,2024,Irregular,68.58,69.4,6.52,70.78,3,3,0,1,2,10.0,6.0,4,0,1,3,0,1.23,15.21,1,1,1,1,1,0,0
IBM20200010,2022-1,Ingeniería Biomédica,2020,Regular,71.5,71.5,1.42,76.48,3,2,0,0,2,4.0,4.0,1,4,0,0,0,0.0,8.64,0,2,0,2,1,0,0
IBM20200010,2022-2,Ingeniería Biomédica,2020,Regular,70.75,70.0,3.9,70.01,1,1,0,0,2,7.0,7.0,2,4,0,0,0,-1.5,3.78,0,2,0,2,1,1,0
IBM20200010,2023-2,Ingeniería Biomédica,2020,Regular,71.5,73.0,5.32,68.58,2,0,0,0,2,4.0,4.0,3,5,0,0,0,2.25,2.69,0,1,0,1,1,1,0
IBM20200017,2022-1,Ingeniería Biomédica,2020,Baja Temporal,73.6,73.6,2.48,44.84,3,2,3,0,2,7.0,7.0,1,4,0,0,0,0.0,6.07,0,0,2,0,4,2,0
IBM20200017,2022-2,Ingeniería Biomédica,2020,Baja Temporal,74.8,76.0,4.26,43.79,2,1,3,0,2,5.0,5.0,2,4,0,0,0,2.4,9.79,0,2,2,2,2,2,0
IBM20200017,2023-2,Ingeniería Biomédica,2020,Baja Temporal,74.23,73.1,6.38,41.1,3,1,3,0,2,6.0,6.0,3,5,0,0,0,-1.7,9.34,0,0,2,0,3,1,0
IBM20200017,2024-1,Ingeniería Biomédica,2020,Baja Temporal,74.58,75.1,10.64,38.87,3,0,3,0,2,12.0,12.0,4,5,0,0,0,0.87,2.89,0,1,2,2,3,2,0
IBM20200042,2022-1,Ingeniería Biomédica,2020,Regular,70.0,,0.0,70.28,1,1,0,0,2,5.0,0.0,1,4,0,0,1,,8.7,0,1,0,1,2,0,1
IBM20200042,2022-2,Ingeniería Biomédica,2020,Irregular,65.6,65.6,1.42,59.41,3,4,2,0,3,10.0,4.0,2,4,1,1,0,0.0,23.04,2,1,3,1,2,0,0
IBM20200042,2024-2,Ingeniería Biomédica,2020,Irregular,72.4,86.0,2.84,70.73,2,1,0,0,4,4.0,4.0,3,7,0,1,0,20.4,9.75,1,1,1,1,2,0,0
IBM20200056,2022-1,Ingeniería Biomédica,2020,Regular,70.0,,0.0,71.8,0,0,0,0,2,14.0,0.0,1,4,0,0,3,,6.39,0,1,0,1,0,0,1
IBM20200057,2022-1,Ingeniería Biomédica,2020,Regular,70.0,,0.0,71.29,3,0,0,0,2,6.0,0.0,1,4,0,0,1,,8.77,0,0,0,0,3,0,1
IBM20200057,2022-2,Ingeniería Biomédica,2020,Regular,90.5,90.5,1.42,80.44,1,1,0,0,2,4.0,4.0,2,4,0,0,0,0.0,8.25,0,1,0,1,2,0,0
IBM20200057,2024-1,Ingeniería Biomédica,2020,Irregular,89.6,88.7,3.55,72.5,1,2,0,0,3,6.0,6.0,3,6,0,0,0,-1.8,5.15,1,1,1,1,2,0,0
IBM20200058,2022-2,Ingeniería Biomédica,2020,Regular,85.15,85.15,4.61,75.83,2,1,0,0,2,13.0,13.0,1,5,0,0,0,0.0,0.12,0,2,0,2,1,0,0
IBM20200058,2023-2,Ingeniería Biomédica,2020,Irregular,87.77,93.0,7.09,79.34,1,0,0,0,3,7.0,7.0,2,6,0,0,0,7.85,5.81,1,1,1,1,0,1,0
IBM20200058,2024-1,Ingeniería Biomédica,2020,Irregular,87.68,87.4,9.22,69.72,1,0,0,0,3,6.0,6.0,3,6,0,0,0,-0.37,5.92,1,2,1,2,2,1,0
IBM20200077,2022-1,Ingeniería Biomédica,2020,Regular,78.3,78.3,2.48,76.42,0,2,0,0,2,7.0,7.0,1,4,0,0,0,0.0,6.76,0,0,0,0,0,1,0
IBM20200077,2022-2,Ingeniería Biomédica,2020,Regular,78.18,78.15,9.57,77.32,0,1,0,0,2,20.0,20.0,2,4,0,0,0,-0.15,6.3,0,3,0,4,1,0,0
IBM20200077,2023-1,Ingeniería Biomédica,2020,Regular,80.0,89.1,10.99,80.25,0,1,0,0,2,4.0,4.0,3,4,0,0,0,10.92,9.72,0,0,0,0,2,1,0
IBM20200082,2022-1,Ingeniería Biomédica,2020,Irregular,82.35,82.35,4.61,75.7,1,2,0,0,2,13.0,13.0,1,4,0,0,0,0.0,5.06,0,0,0,1,0,1,0
IBM20200082,2023-1,Ingeniería Biomédica,2020,Irregular,82.0,81.3,6.74,71.53,3,0,0,0,2,6.0,6.0,2,5,0,0,0,-1.05,2.7,0,0,0,0,2,0,0
IBM20200093,2022-2,Ingeniería Biomédica,2020,Regular,70.0,,0.0,69.12,2,0,0,0,2,5.0,0.0,1,5,0,0,1,,9.62,0,1,0,1,1,1,1
IBM20200093,2023-1,Ingeniería Biomédica,2020,Regular,80.8,80.8,2.13,77.72,0,1,0,0,2,6.0,6.0,2,5,0,0,0,0.0,5.26,0,0,0,0,2,1,0
IBM20200093,2024-1,Ingeniería Biomédica,2020,Irregular,75.6,70.4,4.26,67.58,3,2,0,0,3,6.0,6.0,3,6,0,0,0,-10.4,4.39,1,1,1,1,3,0,0
IBM20200093,2024-2,Ingeniería Biomédica,2020,Irregular,78.47,84.2,5.67,71.14,0,2,0,0,3,4.0,4.0,4,6,0,0,0,8.6,5.72,1,0,1,0,2,0,0
IBM20200093,2025-1,Ingeniería Biomédica,2020,Irregular,78.17,77.3,7.8,67.38,1,0,0,0,3,6.0,6.0,5,6,0,0,0,-1.17,9.54,1,1,1,1,3,1,0
IBM20200107,2022-1,Ingeniería Biomédica,2020,Irregular,62.8,62.8,1.42,47.66,2,5,2,0,4,14.0,4.0,1,4,2,2,0,0.0,51.05,3,1,3,1,3,1,0
IBM20200150,2022-1,Ingeniería Biomédica,2020,Regular,70.0,,0.0,68.45,1,2,0,0,2,6.0,0.0,1,4,0,0,1,,5.82,0,0,0,0,2,0,1
IBM20200150,2022-2,Ingeniería Biomédica,2020,Regular,86.1,86.1,2.13,72.55,3,2,0,0,2,6.0,6.0,2,4,0,0,0,0.0,5.29,0,1,0,1,2,1,0
IBM20200150,2023-1,Ingeniería Biomédica,2020,Regular,85.43,85.1,4.96,77.4,2,0,0,0,2,8.0,8.0,3,4,0,0,0,-1.0,123.21,0,2,0,2,1,0,0
IBM20200150,2023-2,Ingeniería Biomédica,2020,Regular,83.3,76.9,7.09,78.63,1,2,0,0,2,6.0,6.0,4,4,0,0,0,-8.53,6.16,0,2,0,2,0,1,0
IBM20200203,2022-1,Ingeniería Biomédica,2020,Irregular,65.6,65.6,2.13,57.78,1,3,2,0,3,16.0,6.0,1,4,1,1,1,0.0,139.24,2,0,3,0,2,1,1
IBM20200203,2022-2,Ingeniería Biomédica,2020,Irregular,66.17,67.3,2.13,63.19,2,2,0,0,4,6.0,0.0,2,4,1,2,0,1.7,2.73,2,1,2,1,3,1,0
IBM20200203,2023-1,Ingeniería Biomédica,2020,Irregular,65.25,64.33,2.13,37.17,3,6,2,0,7,17.0,0.0,3,4,3,5,0,-1.83,21.18,5,0,5,0,2,1,0
IBM20200203,2024-1,Ingeniería Biomédica,2020,Irregular,67.06,72.5,4.61,58.47,1,1,2,1,7,13.0,7.0,4,5,1,6,0,7.25,62.41,3,0,3,0,3,2,0
IBM20200226,2022-1,Ingeniería Biomédica,2020,Regular,76.6,76.6,4.26,75.42,3,1,0,0,2,18.0,12.0,1,4,0,0,1,0.0,12.25,0,1,0,2,1,1,1
IBM20200226,2022-2,Ingeniería Biomédica,2020,Regular,76.6,,4.26,72.28,2,0,0,0,2,6.0,0.0,2,4,0,0,1,,7.19,0,2,0,2,2,1,1
IBM20200226,2023-2,Ingeniería Biomédica,2020,Regular,79.77,86.1,6.38,80.64,2,1,0,0,2,6.0,6.0,3,5,0,0,0,9.5,8.54,0,0,0,0,2,1,0
IBM20200255,2022-1,Ingeniería Biomédica,2020,Regular,82.65,82.65,4.96,73.2,0,1,0,0,2,14.0,14.0,1,4,0,0,0,0.0,2.4,0,0,0,1,1,1,0
IBM20200255,2023-1,Ingeniería Biomédica,2020,Regular,87.3,91.95,8.51,74.52,0,1,0,0,2,10.0,10.0,2,5,0,0,0,9.3,14.06,0,0,0,1,2,1,0
IBM20200255,2023-2,Ingeniería Biomédica,2020,Regular,88.38,92.7,9.93,81.94,0,0,0,0,2,4.0,4.0,3,5,0,0,0,5.4,3.46,0,2,0,2,2,1,0
IBM20200260,2022-1,Ingeniería Biomédica,2020,Regular,70.0,,0.0,74.79,0,1,0,0,2,10.0,0.0,1,4,0,0,2,,5.07,0,1,0,1,1,1,1
IBM20200260,2022-2,Ingeniería Biomédica,2020,Regular,70.0,,0.0,74.13,1,2,0,0,2,7.0,0.0,2,4,0,0,1,,9.63,0,0,0,0,1,1,1
IBM20200311,2022-1,Ingeniería Biomédica,2020,Regular,79.35,79.35,3.55,70.87,1,1,0,0,2,14.0,10.0,1,4,0,0,1,0.0,10.56,0,2,0,2,0,0,1
IBM20200329,2022-1,Ingeniería Biomédica,2020,Regular,86.2,86.2,2.13,74.61,3,2,0,0,2,6.0,6.0,1,4,0,0,0,0.0,3.77,0,0,0,0,0,1,0
IBM20200329,2022-2,Ingeniería Biomédica,2020,Regular,85.65,85.1,3.55,77.27,0,2,0,0,2,4.0,4.0,2,4,0,0,0,-1.1,4.04,0,1,0,1,0,0,0
IBM20200329,2023-1,Ingeniería Biomédica,2020,Regular,80.53,75.4,7.09,73.25,1,2,0,0,2,10.0,10.0,3,4,0,0,0,-10.25,4.84,0,2,0,2,0,1,0
IBM20200331,2022-2,Ingeniería Biomédica,2020,Irregular,58.85,58.85,0.0,48.91,4,4,2,0,4,14.0,0.0,1,5,2,2,0,0.0,0.06,3,1,3,1,3,2,0
IBM20200331,2024-2,Ingeniería Biomédica,2020,Irregular,61.67,64.5,2.13,48.19,2,3,2,0,7,12.0,6.0,2,8,1,3,0,5.65,59.29,3,0,3,0,2,2,0
IBM20200331,2025-1,Ingeniería Biomédica,2020,Irregular,61.55,61.3,2.13,37.31,5,3,2,1,8,12.0,0.0,3,8,2,5,0,-0.38,70.56,4,1,4,1,3,1,0
IBM20200333,2022-2,Ingeniería Biomédica,2020,Irregular,78.07,78.07,6.38,77.55,0,0,0,0,2,18.0,18.0,1,5,0,0,0,0.0,13.22,0,3,0,4,2,1,0
IBM20200333,2023-1,Ingeniería Biomédica,2020,Irregular,79.2,82.6,7.8,76.31,1,1,0,0,2,4.0,4.0,2,5,0,0,0,4.53,2.86,0,1,0,1,1,1,0
IBM20200333,2023-2,Ingeniería Biomédica,2020,Irregular,77.44,70.4,10.28,69.01,1,1,0,0,2,7.0,7.0,3,5,0,0,0,-8.8,2.79,0,0,0,0,0,0,0
IBM20200336,2022-1,Ingeniería Biomédica,2020,Regular,71.4,71.4,2.48,72.24,0,2,0,0,2,7.0,7.0,1,4,0,0,0,0.0,3.27,0,0,0,0,3,0,0
IBM20200336,2022-2,Ingeniería Biomédica,2020,Regular,78.8,81.27,7.8,77.59,0,2,0,0,2,15.0,15.0,2,4,0,0,0,9.87,56.9,0,1,0,2,1,0,0
IBM20200338,2022-1,Ingeniería Biomédica,2020,Regular,70.0,,0.0,69.58,0,1,0,0,2,6.0,0.0,1,4,0,0,1,,5.84,0,2,0,2,2,0,1
IBM20200338,2022-2,Ingeniería Biomédica,2020,Irregular,72.75,72.75,1.42,67.47,1,2,0,0,3,17.0,4.0,2,4,1,1,1,0.0,81.9,2,2,2,2,3,1,1
IBM20200338,2023-1,Ingeniería Biomédica,2020,Irregular,74.67,78.5,3.55,71.24,1,1,0,0,3,6.0,6.0,3,4,0,1,0,5.75,6.82,1,1,1,1,3,0,0
IBM20200338,2023-2,Ingeniería Biomédica,2020,Irregular,76.0,80.0,4.96,71.86,2,2,0,0,3,4.0,4.0,4,4,0,1,0,5.33,4.02,1,1,1,1,2,1,0
IBM20200343,2022-1,Ingeniería Biomédica,2020,Regular,70.0,,0.0,72.12,0,1,0,0,2,8.0,0.0,1,4,0,0,1,,7.98,0,1,0,1,2,0,1
IBM20200343,2022-2,Ingeniería Biomédica,2020,Regular,78.4,78.4,2.13,71.6,0,1,0,0,2,6.0,6.0,2,4,0,0,0,0.0,8.4,0,1,0,1,2,1,0
IBM20200343,2023-1,Ingeniería Biomédica,2020,Irregular,64.2,50.0,2.13,56.01,3,5,2,1,2,6.0,0.0,3,4,1,1,0,-28.4,4.34,2,2,3,2,2,2,0
IBM20200343,2023-2,Ingeniería Biomédica,2020,Irregular,64.63,65.5,2.13,57.93,2,4,2,1,3,6.0,0.0,4,4,1,2,0,1.3,4.39,2,1,3,1,2,0,0
IBM20200343,2025-1,Ingeniería Biomédica,2020,Irregular,71.75,78.87,8.16,72.21,0,2,0,1,4,17.0,17.0,5,6,0,2,0,14.23,6.8,1,1,1,2,1,1,0
IBM20200375,2022-1,Ingeniería Biomédica,2020,Regular,70.0,,0.0,71.87,0,0,0,0,2,6.0,0.0,1,4,0,0,1,,2.63,0,1,0,1,3,1,1
IBM20200375,2023-2,Ingeniería Biomédica,2020,Irregular,79.45,79.45,4.61,68.04,3,2,0,0,3,13.0,13.0,2,6,0,0,0,0.0,0.9,1,2,1,2,3,0,0
IBM20200375,2024-1,Ingeniería Biomédica,2020,Irregular,72.33,58.1,4.61,56.19,3,4,2,0,4,4.0,0.0,3,6,1,1,0,-21.35,6.82,2,2,3,2,2,0,0
IBM20200375,2024-2,Ingeniería Biomédica,2020,Irregular,74.45,80.8,6.74,68.0,3,2,0,0,4,6.0,6.0,4,6,0,1,0,8.47,7.7,1,2,1,2,2,0,0
IBM20210004,2022-1,Ingeniería Biomédica,2021,Regular,87.8,87.8,1.77,78.73,1,0,0,0,1,9.0,5.0,1,2,0,0,1,0.0,8.11,0,2,0,2,0,1,1
IBM20210004,2023-1,Ingeniería Biomédica,2021,Regular,88.9,90.0,3.55,81.71,0,2,0,0,1,5.0,5.0,2,3,0,0,0,2.2,2.04,0,0,0,0,1,0,0
IBM20210004,2024-1,Ingeniería Biomédica,2021,Regular,91.03,95.3,5.67,83.49,1,1,0,0,2,6.0,6.0,3,4,0,0,0,6.4,5.09,0,1,0,1,0,1,0
IBM20210004,2024-2,Ingeniería Biomédica,2021,Regular,90.83,90.2,8.16,82.87,0,0,0,0,2,7.0,7.0,4,4,0,0,0,-0.83,6.31,0,2,0,2,0,1,0
IBM20210004,2025-1,Ingeniería Biomédica,2021,Regular,88.15,85.47,15.96,74.82,0,2,0,0,2,22.0,22.0,5,4,0,0,0,-5.35,8.16,0,2,0,3,1,0,0
IBM20210044,2022-1,Ingeniería Biomédica,2021,Regular,73.0,73.0,2.48,74.3,2,2,0,0,1,13.0,7.0,1,2,0,0,1,0.0,5.71,0,1,0,1,3,0,1
IBM20210044,2023-2,Ingeniería Biomédica,2021,Regular,78.05,83.1,4.61,72.33,1,0,0,0,2,6.0,6.0,2,4,0,0,0,10.1,6.02,0,1,0,1,2,0,0
IBM20210044,2024-1,Ingeniería Biomédica,2021,Regular,81.67,88.9,6.74,73.7,2,1,0,0,2,6.0,6.0,3,4,0,0,0,10.85,8.68,0,1,0,1,1,0,0
IBM20210049,2022-2,Ingeniería Biomédica,2021,Regular,77.0,77.0,3.9,68.8,1,1,0,0,2,17.0,11.0,1,3,1,1,0,0.0,43.82,1,0,1,0,3,1,0
IBM20210049,2023-2,Ingeniería Biomédica,2021,Irregular,75.62,71.5,6.03,69.78,1,2,0,0,3,6.0,6.0,2,4,0,1,0,-5.5,3.87,1,2,1,2,1,0,0
IBM20210049,2024-1,Ingeniería Biomédica,2021,Irregular,76.02,76.8,9.93,68.79,2,0,0,0,3,11.0,11.0,3,4,0,1,0,1.17,2.25,1,0,1,1,2,1,0
IBM20210049,2024-2,Ingeniería Biomédica,2021,Irregular,78.06,84.2,14.18,75.32,1,1,0,0,3,12.0,12.0,4,4,0,1,0,8.18,3.61,1,2,1,2,1,0,0
IBM20210070,2022-1,Ingeniería Biomédica,2021,Regular,73.1,73.1,2.13,78.42,2,2,0,0,1,16.0,6.0,1,2,0,0,2,0.0,5.8,0,2,0,2,1,1,1
IBM20210102,2022-1,Ingeniería Biomédica,2021,Egresado,61.3,61.3,1.77,74.75,0,2,0,1,1,9.0,5.0,1,2,1,1,0,0.0,196.0,1,0,1,0,0,0,0
IBM20210102,2023-1,Ingeniería Biomédica,2021,Egresado,70.8,89.8,3.55,84.65,0,0,0,1,1,5.0,5.0,2,3,0,1,0,28.5,2.52,0,2,0,2,0,0,0
IBM20210102,2023-2,Ingeniería Biomédica,2021,Egresado,72.05,75.8,6.38,82.29,2,0,0,1,1,8.0,8.0,3,3,0,1,0,5.0,7.63,0,2,0,2,0,1,0
IBM20210102,2024-2,Ingeniería Biomédica,2021,Egresado,70.9,66.3,6.38,61.89,1,1,0,1,3,6.0,0.0,4,4,1,2,0,-5.75,3.76,2,2,2,2,1,1,0
IBM20210102,2025-1,Ingeniería Biomédica,2021,Egresado,68.93,64.0,8.51,64.28,2,3,0,1,4,12.0,6.0,5,4,1,3,0,-6.9,295.84,2,0,2,0,2,0,0
